# Time(s)	Min(V)	Area(V*s)	AreaFromScope(V*s)
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.224012852	0.00000000	0.00000000	0.00000000
0.541030884	0.0222200000	-0.000000000389860000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
0.541030884	0.00000000	0.00000000	0.00000000
1.02405882	0.0181800000	-0.000000000396324000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.02405882	0.00000000	0.00000000	0.00000000
1.50708628	0.0181800000	-0.000000000410464000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.50708628	0.00000000	0.00000000	0.00000000
1.74109983	0.0181800000	-0.000000000421776000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
1.74109983	0.00000000	0.00000000	0.00000000
